experiment,fold,seed,group,snr_db,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_repeats
404,d17_cfg21,3407,fold_test,clean,96.26334519572953,0.0,0.9570265989404119,0.0,0.963213471234904,0.0,1
404,d17_cfg21,3407,fold_test,10.0,49.970344009489914,0.27501834209655024,0.4944671870273141,0.0030611267972553255,0.47396790260458826,0.0037371919301931434,3
404,d17_cfg21,3407,fold_test,5.0,35.02372479240807,0.08387980796993387,0.30647886417518505,0.0012064579572655743,0.23704525009643382,0.001558821221193964,3
404,d17_cfg21,3407,fold_test,0.0,32.76986951364176,0.15121647430583526,0.27324265259902214,0.0022870427667086896,0.19395184906711624,0.0029753148328632907,3
404,d17_cfg21,3407,config_2_1_mix,clean,97.13701431492842,0.0,0.9713172448466566,0.0,0.9714054086843693,0.0,1
404,d17_cfg21,3407,config_2_1_mix,10.0,62.30402181322427,0.2550550365899058,0.5842600947834692,0.003523728011918072,0.5751722784705843,0.0036763998421303437,3
404,d17_cfg21,3407,config_2_1_mix,5.0,50.17041581458759,0.09640174249305268,0.39076611972990144,0.0017932318887765757,0.37215852068009275,0.0018901256683051275,3
404,d17_cfg21,3407,config_2_1_mix,0.0,48.443535560099974,0.08501834552996838,0.35784807393620083,0.0016635671111726398,0.33744139555028124,0.0017555473429274803,3
404,d17_cfg21,3407,config_2_2_mix,clean,98.21587867975022,0.0,0.9798009283284321,0.0,0.9821095364900543,0.0,1
404,d17_cfg21,3407,config_2_2_mix,10.0,63.87154326494201,0.31748671579040255,0.6386830992390625,0.003211615214124069,0.6377428953155445,0.0038703214898837745,3
404,d17_cfg21,3407,config_2_2_mix,5.0,40.08325899494499,0.18330104082571952,0.3605495850046579,0.0028209634537963687,0.306862792324286,0.003600782773137177,3
404,d17_cfg21,3407,config_2_2_mix,0.0,37.94231341064526,0.336417142402163,0.32777540055650306,0.005046745445079048,0.2654492386391606,0.006311647131475504,3
404,d17_cfg21,4096,fold_test,clean,92.61565836298932,0.0,0.9174517387499547,0.0,0.9281360415067011,0.0,1
404,d17_cfg21,4096,fold_test,10.0,92.55634638196915,0.041939903984968614,0.9167169619925288,0.00044385436573337217,0.9275356702570718,0.00040006534578543605,3
404,d17_cfg21,4096,fold_test,5.0,93.23843416370107,0.1921927846502922,0.9239688197369413,0.0020534404424799604,0.9340506869049848,0.0018384140461106817,3
404,d17_cfg21,4096,fold_test,0.0,92.67497034400948,0.4130601505689264,0.9168331745013351,0.004440369663744583,0.9282787579788602,0.0039557350228042595,3
404,d17_cfg21,4096,config_2_1_mix,clean,94.3421949556919,0.0,0.9434092224176835,0.0,0.9434699655822159,0.0,1
404,d17_cfg21,4096,config_2_1_mix,10.0,94.29675073846853,0.032133914164350894,0.9429530728277343,0.0003208353717358013,0.9430180093108591,0.0003217769698455905,3
404,d17_cfg21,4096,config_2_1_mix,5.0,94.79663712792548,0.14006848450281578,0.9479405420743939,0.0013981383243978941,0.9480233742835003,0.0014011626284015598,3
404,d17_cfg21,4096,config_2_1_mix,0.0,94.29675073846853,0.19546296903073834,0.9428863221997261,0.0019490041315082494,0.943040239467626,0.0019516855958794565,3
404,d17_cfg21,4096,config_2_2_mix,clean,98.39429081177519,0.0,0.9821305854097443,0.0,0.9840342857332818,0.0,1
404,d17_cfg21,4096,config_2_2_mix,10.0,97.85905441570026,0.12615642840081198,0.9759773736353311,0.0014311271052996424,0.9786278094636297,0.0012661765090275627,3
404,d17_cfg21,4096,config_2_2_mix,5.0,97.11567053226287,0.11125951194688598,0.9672299858913735,0.0012885897521856613,0.9710246739877885,0.0011288935404688996,3
404,d17_cfg21,4096,config_2_2_mix,0.0,94.94498959262563,0.2757543412279452,0.9416881112544351,0.00316113759584748,0.9488048185485877,0.002782880712731143,3
501,d15_cfg22,2026,fold_test,clean,67.9750223015165,0.0,0.6716566109010211,0.0,0.6889015230760438,0.0,1
501,d15_cfg22,2026,fold_test,10.0,68.56972940826643,0.16820857120108484,0.6788195365640153,0.001963718788721036,0.6945397632155577,0.0015953519917454475,3
501,d15_cfg22,2026,fold_test,5.0,67.11269699672911,0.18330104082571952,0.6471284373675869,0.002028209008334884,0.6779120067911394,0.0018102735918860075,3
501,d15_cfg22,2026,fold_test,0.0,66.87481415402914,0.11125951194689232,0.4275189315330472,0.0037211477617775613,0.5518329134373626,0.002634552975385195,3
501,d15_cfg22,2026,config_2_1_mix,clean,99.79550102249489,0.0,0.9979446805708567,0.0,0.9979551095485459,0.0,1
501,d15_cfg22,2026,config_2_1_mix,10.0,96.79618268575324,0.2226302879148518,0.9679107134451428,0.0022256023289508784,0.9680022977716622,0.0022230306665366375,3
501,d15_cfg22,2026,config_2_1_mix,5.0,93.31970006816634,0.2945121880667098,0.9320122413403671,0.0029932428164670785,0.9326546102662437,0.0029660510648327337,3
501,d15_cfg22,2026,config_2_1_mix,0.0,55.05566916609862,0.08501834552997156,0.3830877205730943,0.0019182770195387137,0.40609352851088865,0.0018091564961274617,3
501,d15_cfg22,2026,config_2_2_mix,clean,67.9750223015165,0.0,0.6716566109010211,0.0,0.6889015230760438,0.0,1
501,d15_cfg22,2026,config_2_2_mix,10.0,68.36158192090396,0.08410428560053908,0.6763725455597126,0.0009844258197211234,0.6925655237537164,0.0008047003605582124,3
501,d15_cfg22,2026,config_2_2_mix,5.0,67.02349093071662,0.16820857120107816,0.645872715760906,0.0021045671461522968,0.6769428688071487,0.0017342800604917467,3
